,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,RuralUrbanIndicator,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessAmount,ForgivenessDate
725401,4078727105,04/12/2020,BEVERLY DEVELOPMENT CORP,1360 S Acoma Street,80223-3221,08/19/2021,Paid in Full,24,26000.0,26000.0,0.0,U,Unanswered,CO-01,6.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,26329.81,08/04/2021
725413,5560457110,04/13/2020,WEST RANGE CAPITAL LLC,2648 LOWELL BLVD,80211-4068,01/21/2021,Paid in Full,24,26000.0,26000.0,0.0,U,New Business or 2 years or less,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26163.84,12/09/2020
725426,7281017005,04/07/2020,CBCC1,165 SAINT PAUL ST,80206-5105,03/12/2021,Paid in Full,24,20970.0,26000.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26217.97,02/17/2021
725435,8553538308,01/29/2021,PLATINUM AUTO BODY INC.,527,80223,12/14/2021,Paid in Full,60,26000.0,26000.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,26174.78,11/02/2021
725445,9709717004,04/09/2020,MILE HIGH DELIVERY & COURIER LLC,5115 PEORIA ST,80239-2839,04/07/2021,Paid in Full,24,26000.0,26000.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,26235.44,03/10/2021
725480,5344767703,05/01/2020,"ANNE L STEARNS DDS, MD",1900 LITTLE RAVEN ST APT 417,80202-7173,07/22/2021,Paid in Full,24,25962.0,25962.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,22432.18,04/02/2021
725487,9936637309,05/03/2020,THIS IS A CLUE LLC,1177 RACE STREET UNIT 508,80206,06/10/2021,Paid in Full,24,25958.0,25958.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26211.18,04/29/2021
725519,3794847309,04/29/2020,"LEWIS ART CONSULTING, LLC",449 COLUMBINE ST APT D,80206-4239,11/19/2020,Paid in Full,24,25924.3,25924.3,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,23038.61,11/09/2020
725540,1651517210,04/15/2020,FORREAL PROPERTY MANAGEMENT LLC,2899 N. Speer Blvd #102,80211,05/20/2021,Paid in Full,60,25900.0,25900.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26161.84,04/21/2021
725541,2025577301,04/29/2020,PLAYERS PUB LLC,8 S BROADWAY,80209-1506,08/13/2021,Paid in Full,24,25900.0,25900.0,0.0,U,New Business or 2 years or less,CO-01,10.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26191.64,06/24/2021
725548,3233397109,04/11/2020,TYRAE HEALTH ASSOC INC,4155 E JEWELL AVE STE 801,80222-4500,06/12/2021,Paid in Full,24,25900.0,25900.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,26176.99,05/11/2021
725583,6749667308,04/30/2020,MSH&HEE LLC,1201   9TH AVE,80218-3439,02/23/2021,Paid in Full,24,27001.0,25891.0,0.0,U,Existing or more than 2 years old,CO-01,11.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,26074.72,01/26/2021
725588,7206427108,04/14/2020,"THE RADIAN GROUP, LLC","710 Kipling Street, #305a",80215,03/18/2021,Paid in Full,24,25885.0,25885.0,0.0,U,Unanswered,CO-07,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,24022.42,11/24/2020
725619,5526387305,04/30/2020,JMB FINANCIAL,537 CLERMONT ST,80220,12/16/2021,Paid in Full,24,25847.0,25847.0,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,26247.1,11/17/2021
725638,8125677105,04/15/2020,RIVAL HOLDINGS INC. DBA WESTLINK,816 ACOMA ST UNIT 1405,80204,04/23/2021,Paid in Full,24,25832.0,25832.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,26067.57,03/18/2021
725659,5692337307,04/30/2020,JILL A DECKER DDS PC,1333 W 120TH AVE STE 305,80234,06/22/2021,Paid in Full,24,25809.0,25809.0,0.0,U,Existing or more than 2 years old,CO-07,3.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,26068.52,05/05/2021
725662,8781077002,04/08/2020,DR VANSTON MASRI PLLC,1601 E 19th Ave Ste 3600,80218-1200,06/22/2021,Paid in Full,24,25803.0,25803.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26079.67,05/05/2021
725684,3968527101,04/12/2020,"HYGGE BIRTH  AND BABY, LLC",8111 E. LOWRY BLVD Suite 230,80230-7193,12/24/2020,Paid in Full,24,25800.0,25800.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Black or African American,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,25956.92,11/23/2020
725690,5035927100,04/13/2020,LUCKY DOG INC.,1950 S HOLLY ST STE 2,80222-4800,10/09/2021,Paid in Full,24,30600.0,25800.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,26130.81,08/11/2021
725698,7114677203,04/28/2020,"OKAY POKE, LLC",3501 WAZEE ST STE 100,80216-3784,03/09/2021,Paid in Full,24,25800.0,25800.0,0.0,U,New Business or 2 years or less,CO-01,6.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25997.92,02/04/2021
725711,9259177903,06/19/2020,NEFER NAILS LLC,3100 S SHERIDAN BLVD UNIT 1G,80227-5507,08/12/2021,Paid in Full,60,25800.0,25800.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,26081.33,07/27/2021
725768,3981867702,05/01/2020,PGC GROUP,2345 WALNUT ST UNIT 25,80205,03/11/2021,Paid in Full,24,25732.0,25732.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25918.12,01/26/2021
725772,8130067703,05/01/2020,"RONNA G BERGER, LIMITED",451 58TH AVE E,80216,02/25/2021,Paid in Full,24,35727.0,25727.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25895.65,01/07/2021
725801,5459017200,04/27/2020,"BERKELEY OUTFITTERS, LLC.",3936 Tennyson St.,80212-2114,08/13/2021,Paid in Full,24,25700.0,25700.0,0.0,U,Unanswered,CO-01,6.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25999.95,07/08/2021
725808,7477637103,04/14/2020,"NATHAN S. MERRILL, ESQ., LLC",7800 E. Union Avenue #600,80237,04/22/2021,Paid in Full,60,25700.0,25700.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25921.09,03/01/2021
725815,8301477910,06/18/2020,MOTHER OF GOD CHURCH,475 LOGAN ST,80203,05/13/2021,Paid in Full,60,25700.0,25700.0,0.0,U,Unanswered,CO-01,6.0,Asian,Not Hispanic or Latino,Non-Profit Organization,Male Owned,Unanswered,25910.53,04/14/2021
725826,5381177702,05/01/2020,SPECTRUM LEGAL GROUP,2000 S. COLORADO BLVD TOWER 1 SUITE 2000,80222,06/09/2021,Paid in Full,24,25698.0,25698.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Unknown/NotStated,Limited  Liability Company(LLC),Female Owned,Unanswered,25948.64,04/29/2021
725858,9371607106,04/15/2020,"ABOVE PARR, INC.",2730 W Amherst Ave,80236,08/20/2021,Paid in Full,24,25662.0,25662.0,0.0,U,Unanswered,CO-01,6.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25978.38,08/05/2021
725864,8813507006,04/08/2020,MICHAEL FLYNN AGENCY INC,3615 S KIPLING ST,80235-1114,05/20/2021,Paid in Full,24,25652.0,25652.0,0.0,U,Existing or more than 2 years old,CO-07,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25916.25,04/29/2021
725869,2972857104,04/11/2020,ROSENFELD REAL ESTATE LLC,6145 W 8TH AVE,80214-2333,02/18/2021,Paid in Full,24,25645.0,25645.0,0.0,U,Existing or more than 2 years old,CO-07,2.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25825.81,12/30/2020
725876,2263887709,05/01/2020,PFP SPORTS &AMP; CELEBRITY TALENT AGENCY INC,277 S FOREST ST,80246,09/30/2021,Paid in Full,24,25630.0,25630.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25960.71,08/19/2021
725886,7297287805,06/03/2020,A & A TRUCKING INC,11040 PEARL WAY,80233-3361,06/22/2021,Paid in Full,24,25623.0,25623.0,0.0,U,Existing or more than 2 years old,CO-07,14.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Non-Veteran,25855.97,05/05/2021
725917,2208577108,04/10/2020,"HITCHCOR,  EAST DENVER","1900 S QUINCE ST., UNIT E",80231-3207,02/10/2021,Paid in Full,24,25600.0,25600.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,22756.32,12/28/2020
725921,2985097100,04/11/2020,THREE RING CIRCUS LLC,3463 LARIMER ST,80205-2419,03/09/2021,Paid in Full,24,25600.0,25600.0,0.0,U,New Business or 2 years or less,CO-01,7.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,25805.5,02/09/2021
725922,3426297110,04/11/2020,JESSE FRUMAN,1101 East Bayaud Ave. #1401,80210,06/22/2021,Paid in Full,24,25600.0,25600.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,25883.02,05/27/2021
725939,6147397302,04/30/2020,REFINED EXTERIORS LLC,5255 W 48TH AVE,80212-2701,02/17/2021,Paid in Full,24,25600.0,25600.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25748.69,12/03/2020
725983,8887947110,04/15/2020,THOUSAND KEYS LLC,2590 Walnut St #60,80205-2136,02/06/2021,Paid in Full,24,25581.0,25581.0,0.0,U,New Business or 2 years or less,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25749.9,12/22/2020
726009,7894117700,05/01/2020,SKY COMMUNICATIONS LLC,STE 200 7290 SAMUEL DR,80221,12/16/2021,Paid in Full,24,25549.07,25549.07,0.0,U,Existing or more than 2 years old,CO-07,8.0,Unanswered,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25929.16,11/16/2021
726039,4891157702,05/01/2020,HMZ GROUP LLC,950 S CHERRY STREET SUITE 404,80246,07/14/2021,Paid in Full,24,25520.0,25520.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25803.17,06/16/2021
726059,2554667702,05/01/2020,MONICA PEREZ ENTERPRISES LLC,4724 W TUFTS CIR,80236,05/22/2021,Paid in Full,24,25502.0,25502.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25747.75,04/21/2021
726071,3575037400,05/07/2020,IS INSPIRED LLC,3201 SHOSHONE ST Unit 405,80211-3488,03/19/2021,Paid in Full,24,25500.0,25500.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25690.03,02/04/2021
726072,3616687306,04/29/2020,"HEALTH PARADIGMS, INC",757 E 20TH AVE #370-240,80205-3278,12/18/2020,Paid in Full,24,25500.0,25500.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25625.38,11/05/2020
726082,6301697406,05/14/2020,C & D ENTERPRISES LTD,2200 AKRON CT UNIT 105,80238-3021,,Exemption 4,24,25500.0,25500.0,0.0,U,New Business or 2 years or less,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,,
726083,6468527000,04/07/2020,BIG CHEESE PEPSI LLC,1000 Chopper Circle,80204-5805,06/17/2021,Paid in Full,24,25500.0,25500.0,0.0,U,Existing or more than 2 years old,CO-01,15.0,Unanswered,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25745.92,04/06/2021
726098,8512657001,04/08/2020,JONATHAN M LEWIS DDS PC,10359 FEDERAL BLVD STE 110,80260-7431,05/18/2021,Paid in Full,24,40800.0,25500.0,0.0,U,Existing or more than 2 years old,CO-07,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25766.33,04/29/2021
726116,2184597402,05/05/2020,VIVIAN M BATISTE GROUP LLC,2231 BRUCE RANDOLPH AVE,80205,07/13/2021,Paid in Full,24,25492.0,25492.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25767.17,06/08/2021
726120,8286147710,05/01/2020,KE EVENTS LLC,2511 LOCUST ST,80207,01/22/2021,Paid in Full,24,25490.0,25490.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25644.36,12/09/2020
726122,9165767303,05/01/2020,KARTAR INC,4466 N Sheridan Blvd,80212,07/15/2021,Paid in Full,24,25490.0,25490.0,0.0,U,New Business or 2 years or less,CO-01,2.0,Asian,Unknown/NotStated,Subchapter S Corporation,Male Owned,Non-Veteran,25768.27,06/04/2021
726125,6260527404,05/14/2020,KENNY PLANK STATE FARM,7505 E 35TH AVE UNIT 350,80238-2462,03/17/2022,Paid in Full,24,25489.0,25489.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,25935.23,02/17/2022
726133,3999327408,05/08/2020,SBCC TENNYSON LLC,4200 TENNYSON ST.,80212,11/18/2021,Paid in Full,24,25480.0,25480.0,0.0,U,New Business or 2 years or less,CO-01,9.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25835.32,10/04/2021
726134,4014778204,08/05/2020,PLATINUM DESIGN STUDIO,8530 29TH AVE E,80238,12/18/2021,Paid in Full,60,25480.0,25480.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25799.21,11/02/2021
726139,2373477302,04/29/2020,KWOLE LLC,3500 ROCKMONT DR,80202,,Exemption 4,4,25470.0,25470.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
726148,2602957701,05/01/2020,MR HAO GRILL,10021 E Hampden Ave,80231,08/20/2021,Paid in Full,24,25460.0,25460.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Asian,Unknown/NotStated,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25755.94,07/06/2021
726156,2716887310,04/29/2020,"BROADBAND DESIGN & ENGINEERING, INC.",1270 JASON ST S,80223,07/13/2021,Paid in Full,24,25455.0,25455.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25754.1,06/29/2021
726158,1818967709,05/01/2020,MONARCH INC,7290 SAMUEL DR UNIT 207,80221,02/18/2021,Paid in Full,24,25452.0,25452.0,0.0,U,Existing or more than 2 years old,CO-07,3.0,Unanswered,Unknown/NotStated,Corporation,Male Owned,Non-Veteran,25634.22,01/20/2021
726170,5834137204,04/27/2020,RACKWISE INC.,1610 WYNKOOP ST Suite 400,80202-1137,04/07/2021,Paid in Full,24,25438.0,25438.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Male Owned,Unanswered,25657.76,03/08/2021
726185,7495927710,05/01/2020,SALTA SERVICE &AMP; PERFORMANCE,1001 75TH AVE E,80229,01/22/2021,Paid in Full,24,25421.0,25421.0,0.0,U,Existing or more than 2 years old,CO-07,3.0,White,Not Hispanic or Latino,Partnership,Male Owned,Non-Veteran,25582.0,12/21/2020
726188,5194848006,06/27/2020,"ABARROTES LA HERRADURA, LLC",3401 FRANKLIN ST N,80205,10/15/2021,Paid in Full,60,25417.0,25417.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Female Owned,Non-Veteran,25733.3,09/21/2021
726197,7342969005,05/25/2021,UNVIVERSAL BUILDERS INC,2200 S JASMINE ST NUM UNI109,80222,04/01/2022,Paid in Full,60,25407.0,25407.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25549.56,12/14/2021
726218,5272937107,04/13/2020,"LIFT REAL ESTATE, LLC",4552 STUART ST,80212-2540,03/18/2021,Paid in Full,24,25400.0,25400.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,21006.85,02/16/2021
726222,6421657105,04/14/2020,ZEPOL ENTERPRISES LLC,9725 E HAMPDEN AVE SUITE 308,80231-4919,05/12/2021,Paid in Full,24,28500.0,25400.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25651.88,04/20/2021
726237,8854897003,04/09/2020,LOLO LLC,4507 ELIOT ST #2,80211-1415,06/12/2021,Paid in Full,24,25400.0,25400.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25669.52,05/05/2021
726241,8208537703,05/01/2020,MGB ENTERPRISES LLC,2525 WEWATTA WAY,80216,07/13/2021,Paid in Full,24,25399.0,25399.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25691.09,06/24/2021
726272,4487177706,05/01/2020,FIT FREAKS LLC,2110 MARKET ST,80205,06/10/2021,Paid in Full,24,25357.0,25357.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Limited Liability Partnership,Unanswered,Unanswered,25619.6,05/20/2021
726276,6292407702,05/01/2020,CHRIS A. SCARBROUGH LAND L.L.C.,1091 E BAYAUD AVE APT W1811,80209-2757,09/25/2021,Paid in Full,24,25355.0,25355.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,15526.01,06/10/2021
726280,2535527210,04/16/2020,"ALL PRO PHYSICAL THERAPY, P.C.",STE 701 1776 S JACKSON ST,80210-3806,02/16/2021,Paid in Full,24,25350.0,25350.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25479.88,11/17/2020
726285,4242747103,04/13/2020,"DENVER DOG SPA & RESORT, LLC",4891 WASHINGTON ST,80216-6336,02/10/2021,Paid in Full,24,25346.0,25346.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25529.32,01/12/2021
726294,8031047310,05/01/2020,"MIHODA-ZAHNOW, INC",1325 S Colorado Blvd B-606,80222,05/07/2021,Paid in Full,24,25337.0,25337.0,0.0,U,Unanswered,CO-01,2.0,White,Not Hispanic or Latino,Corporation,Male Owned,Unanswered,25561.51,03/22/2021
726296,1711307100,04/10/2020,ALL SOLUTIONS CLEANING & MAINTENANCE LLC,All Solutions Cleaning & Maintenance LLC,80228,01/20/2021,Paid in Full,24,25334.2,25334.2,0.0,U,Existing or more than 2 years old,CO-07,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25500.09,12/16/2020
726300,5285108002,06/27/2020,AIRMOVERS LLC,2100 E 68TH AVE,80229,05/22/2021,Paid in Full,60,25332.0,25332.0,0.0,U,Existing or more than 2 years old,CO-07,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25524.4,04/05/2021
726312,1114647208,04/15/2020,WHOLEY FIT LLC,6895 HAMPDEN AVE E,80224,05/22/2021,Paid in Full,24,25320.0,25320.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Female Owned,Non-Veteran,25576.01,04/20/2021
726323,4509297709,05/01/2020,ANAIK RIVER LODGE LLC,1910 S PEARL ST,80210,05/08/2021,Paid in Full,24,25304.0,25304.0,0.0,U,Existing or more than 2 years old,CO-01,13.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25532.08,04/01/2021
726341,5335957100,04/13/2020,MANIHANI ENTERPRISES INC,462 Malley Dr,80233-2059,07/20/2021,Paid in Full,24,25300.0,25300.0,0.0,U,Existing or more than 2 years old,CO-07,2.0,Asian,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25590.43,06/24/2021
726345,6150257100,04/14/2020,"STUBBENDICK ENTERPRISES, INC.",1320 S LIPAN ST,80223,02/10/2021,Paid in Full,24,25300.0,25300.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,25476.06,12/31/2020
726357,8704327110,04/15/2020,STONE DISTRIBUTION CENTER LLC,650 S LIPAN ST,80223,06/09/2021,Paid in Full,24,25300.0,25300.0,0.0,U,Unanswered,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25566.86,05/11/2021
726358,8794007002,04/08/2020,QUIZNOS #10810,4505 Peoria St #105,80239-4803,06/12/2021,Paid in Full,24,25300.0,25300.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25569.16,05/06/2021
726359,8843107005,04/08/2020,UBRAND LTD.,2469 BROADWAY,80210-5008,06/12/2021,Paid in Full,24,25300.0,25300.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Veteran,25584.62,05/27/2021
726361,8865627009,04/09/2020,SIDE BY SIDE CORP,649 Newton St,80204-3026,05/18/2021,Paid in Full,24,25300.0,25300.0,0.0,U,New Business or 2 years or less,CO-01,2.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,25552.3,04/15/2021
726372,4078967107,04/12/2020,"KELLY B. CAMPBELL, P.C.",501 S. Cherry St.,80246-1302,06/24/2021,Paid in Full,24,25285.0,25285.0,0.0,U,Unanswered,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,25544.78,05/10/2021
726378,3075217704,05/01/2020,"UNUSUAL ATTITUDE BREWING, LLC DBA FLYTEC O BREWING OR AERO C",4499 W 38TH AVE UNIT 101,80212,05/21/2021,Paid in Full,24,25282.0,25282.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25511.18,03/31/2021
726381,2723787302,04/29/2020,"STAPLETON EASTBRIDGE CAR WASH, LLC",150 JASMINE ST,80220,01/13/2022,Paid in Full,24,25281.0,25281.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,25684.79,12/02/2021
726382,2257147300,04/29/2020,THE SPOJA LAW FIRM PC,600 GRANT ST STE 201,80203,06/24/2021,Paid in Full,24,25280.0,25280.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited Liability Partnership,Unanswered,Unanswered,25536.31,05/06/2021
726389,3188967702,05/01/2020,RENEGADE HOSPITALITY GROUP INC.,2249 MARION ST,80205,09/29/2021,Paid in Full,24,25275.0,25275.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,25601.82,08/20/2021
726405,2420637404,05/05/2020,PREMIUM FOODS LLC,2720 S COLORADO BLVD SUITE 704,80222,09/21/2021,Paid in Full,24,25261.0,25261.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25577.28,08/09/2021
726415,1064007401,05/03/2020,FAST TRACK FORWARD LLC,2801 SOUTH CHERRY WAY,80222,05/12/2021,Paid in Full,24,25251.0,25251.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25477.91,04/01/2021
726420,4717937705,05/01/2020,HARRIS AND GRAY LLC,2590 WALNUT ST,80205,09/21/2021,Paid in Full,24,25249.0,25249.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,25562.36,08/03/2021
726426,3613127100,04/11/2020,SARAH S. MILLER FINANCIAL SERVICES,707 17TH ST Suite 3700,80202-3336,04/07/2021,Paid in Full,24,25236.79,25236.79,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,25472.33,03/23/2021
726477,5296687305,04/30/2020,"4SITE ADVISORS, INC",4045 Pecos Street Suite 210-4,80211,07/20/2021,Paid in Full,24,25200.0,25200.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,25500.3,07/08/2021
726483,6528317010,04/07/2020,WASH PARK XFIT LLC,2576 S LAFAYETTE ST,80210-5121,06/12/2021,Paid in Full,24,25200.0,25200.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Veteran,25468.8,05/06/2021
726486,7179237103,04/14/2020,WALKER REIF LLC,2532 CHAMPA ST,80205-2624,05/15/2021,Paid in Full,24,25200.0,25200.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Asian,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,25439.4,04/08/2021
