,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessDate,category_title,rating,review_count,lat,lon,Yelp_Category
671,3986367802,5/27/2020,HEALTHY ASIAN GARDEN,284 LOGAN ST S,80209,1/22/2021,Paid in Full,24,45450.0,Existing or more than 2 years old,CO-01,9.0,,,Subchapter S Corporation,,,12/4/2020,"Chinese, Soup, Seafood, ",3.5,217,39.71139,-104.98237,Restaurants
672,5906557201,4/27/2020,META BURGER,"7950 E MISSISSIPPI AVE Unit A,",80247,2/19/2021,Paid in Full,24,45400.0,Existing or more than 2 years old,CO-01,7.0,,,Corporation,,,1/8/2021,"Burgers, Sandwiches, Desserts, ",4.5,34,39.749172,-105.057265,Restaurants
673,1078117400,5/3/2020,LA PASADITA INN,1959 PARK AVE,80218,5/21/2021,Paid in Full,24,45290.0,Existing or more than 2 years old,CO-01,6.0,,,Subchapter S Corporation,,,4/29/2021,"Mexican, ",4.0,255,39.747356,-104.977718,Restaurants
674,4477487701,5/1/2020,DAVID S ROLFE,1776 S. JACKSON ST. #519,80210,1/12/2021,Paid in Full,24,44904.0,Existing or more than 2 years old,CO-01,3.0,,,Subchapter S Corporation,,,12/28/2020,"Divorce & Family Law, Estate Planning Law, Business Law, ",3.0,4,39.6847982,-104.942764,Professional Services
675,3121707101,4/11/2020,JOHN P MORSE CPA,1315 S.CLAYTON ST,80210,5/18/2021,Paid in Full,24,44900.0,Existing or more than 2 years old,CO-01,4.0,,,Limited  Liability Company(LLC),,,4/8/2021,"Accountants, Tax Services, Financial Advising, ",5.0,5,39.62776024,-104.895953,Financial Services
676,1130337209,4/15/2020,SCARPALETTO SHOES,1436 LARIMER St,80202,3/10/2021,Paid in Full,24,44707.0,Existing or more than 2 years old,CO-01,7.0,,,Corporation,,,2/3/2021,"Shoe Stores, ",4.0,18,39.74772,-104.99885,Fashion
677,1112558709,3/26/2021,SCARPALETTO SHOES,1436 Larimer St,80202,2/16/2022,Paid in Full,60,42190.0,Existing or more than 2 years old,CO-01,4.0,,,Corporation,,,1/18/2022,"Shoe Stores, ",4.0,18,39.74772,-104.99885,Fashion
678,8050178305,1/29/2021,DASHING MAIDS,4315 Xavier St,80212,11/20/2021,Paid in Full,60,44680.0,Existing or more than 2 years old,CO-01,8.0,,,Limited  Liability Company(LLC),,,10/26/2021,"Office Cleaning, Home Cleaning, ",4.5,9,39.7752085,-105.0499675,Professional Services
679,1190367100,4/10/2020,CASCADE SPORTS INJURY PREVENTION & PHYSICAL THERAPY,9108 W. 6th Ave Frontage Rd,80215,3/12/2021,Paid in Full,24,44600.0,Existing or more than 2 years old,CO-07,5.0,,,Limited  Liability Company(LLC),,,11/12/2020,"Physical Therapy, Rehabilitation Center, ",5.0,13,39.7252632,-105.0989493,Health
680,2028218300,1/20/2021,CASCADE SPORTS INJURY PREVENTION & PHYSICAL THERAPY,9108 W 6th Frontage Rd,80215,8/18/2021,Paid in Full,60,44600.0,Existing or more than 2 years old,CO-07,5.0,,,Limited  Liability Company(LLC),,,7/16/2021,"Physical Therapy, Rehabilitation Center, ",5.0,13,39.7252632,-105.0989493,Health
681,2476208410,2/3/2021,ROBERSON LAW,720 S Colorado Blvd Ste 630S,80246,8/10/2021,Paid in Full,60,44557.0,Existing or more than 2 years old,CO-01,4.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,7/16/2021,"Bankruptcy Law, ",3.0,8,39.70331206,-104.9402733,Professional Services
682,8790877008,4/8/2020,ROBERSON LAW,720 S COLORADO BLVD STE 630S,80246,6/12/2021,Paid in Full,24,42980.0,Existing or more than 2 years old,CO-01,4.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,5/12/2021,"Bankruptcy Law, ",3.0,8,39.70331206,-104.9402733,Professional Services
683,7777957205,4/28/2020,COMMON THREADS DENVER,1575 S PEARL ST,80210,2/10/2021,Paid in Full,24,44000.0,Existing or more than 2 years old,CO-01,10.0,,,Partnership,,,1/20/2021,"Used, Vintage & Consignment, Accessories, Women's Clothing, ",4.0,64,39.687989,-104.9806068,Fashion
684,5401228502,2/27/2021,COMMON THREADS DENVER,1575 S Pearl St,80210,10/13/2021,Paid in Full,60,38043.0,Existing or more than 2 years old,CO-01,9.0,,,Partnership,,,9/27/2021,"Used, Vintage & Consignment, Accessories, Women's Clothing, ",4.0,64,39.687989,-104.9806068,Fashion
685,8211098503,3/9/2021,RENEGADE B&H SPORTS,4550 S Kipling Pkwy Ste 11,80127,12/18/2021,Paid in Full,60,43840.0,Existing or more than 2 years old,CO-01,7.0,,,Limited  Liability Company(LLC),,,11/2/2021,"Sports Wear, Screen Printing/T-Shirt Printing, Customized Merchandise, ",4.0,5,39.633968,-105.1097846,Fashion
686,3068097707,5/1/2020,LEROY'S BAGELS,4432 W 29TH AVE,80212,7/23/2021,Paid in Full,24,43750.0,Existing or more than 2 years old,CO-01,15.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,5/19/2021,"Breakfast & Brunch, Bagels, Coffee & Tea, ",3.5,241,39.75834158,-105.0447716,Restaurants
687,5347288300,1/25/2021,THE LITIGATION BOUTIQUE,1720 S Bellaire St Ste 520,80222,12/18/2021,Paid in Full,60,43750.0,Existing or more than 2 years old,CO-01,3.0,,,Sole Proprietorship,Male Owned,Non-Veteran,11/5/2021,"Employment Law, General Litigation, ",3.0,2,39.6852986,-104.9369772,Professional Services
688,1779777206,4/15/2020,THE LITIGATION BOUTIQUE,"1720 South Bellaire Street, Suite 520",80222,4/10/2021,Paid in Full,24,40000.0,Existing or more than 2 years old,CO-01,3.0,,,Sole Proprietorship,Male Owned,Non-Veteran,3/1/2021,"Employment Law, General Litigation, ",3.0,2,39.6852986,-104.9369772,Professional Services
689,1720128310,1/19/2021,IL PORCELLINO SALUMI,4324 W 41st Ave,80212,8/19/2021,Paid in Full,60,52500.0,Existing or more than 2 years old,CO-01,5.0,,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,7/30/2021,"Delis, Meat Shops, Sandwiches, ",4.5,117,39.77242157,-105.0432263,Restaurants
690,4065887304,4/29/2020,IL PORCELLINO SALUMI,4324 W 41st Ave,80212,3/23/2021,Paid in Full,24,27500.0,Existing or more than 2 years old,CO-01,4.0,,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,2/11/2021,"Delis, Meat Shops, Sandwiches, ",4.5,117,39.77242157,-105.0432263,Restaurants
691,9964377300,5/3/2020,LOS CARBONCITOS,720 SHERIDAN BLVD,80214,3/23/2022,Paid in Full,24,43053.0,Existing or more than 2 years old,CO-07,13.0,,,Corporation,,,2/2/2021,"Mexican, ",4.0,347,39.76914,-105.00665,Restaurants
692,9269177003,4/9/2020,SALT & GRINDER,"3609 W, 32nd Ave",80211,4/23/2021,Paid in Full,60,43000.0,Existing or more than 2 years old,CO-01,9.0,,,Limited  Liability Company(LLC),,,3/3/2021,"Delis, ",3.5,170,39.7623596,-105.0349426,Restaurants
693,7123127302,4/30/2020,THE ABBEYLECTION,1323 ELM STREET,80220,11/20/2021,Paid in Full,24,42792.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,10/6/2021,"Real Estate Agents, ",4.5,8,39.719788,-104.956722,Real Estate
694,7301927702,5/1/2020,RATIO CLOTHING,2559 16TH ST,80211,2/25/2021,Paid in Full,24,42610.0,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,1/7/2021,"Bespoke Clothing, Men's Clothing, ",5.0,18,39.759304,-105.010048,Fashion
695,9545398308,1/31/2021,RATIO CLOTHING,2559 16th St,80211,8/17/2021,Paid in Full,60,39722.0,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,7/8/2021,"Bespoke Clothing, Men's Clothing, ",5.0,18,39.759304,-105.010048,Fashion
696,8585087106,4/15/2020,TRINITY TRAFFICTROL,2505 E 74TH AVE,80229,12/17/2021,Paid in Full,24,42608.85,New Business or 2 years or less,CO-07,3.0,,,Corporation,,,11/23/2020,"Security Services, ",5.0,1,39.83119,-104.9565,Professional Services
697,7028048300,1/27/2021,COLORADO OSTEOPATHIC & INTEGRATIVE MEDICINE ASSOCIATES,4901 W 38th Ave,80212,9/28/2021,Paid in Full,60,42250.0,Existing or more than 2 years old,CO-01,3.0,,,Subchapter S Corporation,,,8/23/2021,"Osteopathic Physicians, Massage Therapy, Traditional Chinese Medicine, ",2.5,10,39.76961,-105.04997,Health
698,9982158609,3/26/2021,ASPEN LEAF DENTAL,1501 S Gaylord St,80210,,Exemption 4,60,42044.0,Existing or more than 2 years old,CO-01,5.0,,,Corporation,,,,"General Dentistry, Pediatric Dentists, Cosmetic Dentists, ",4.5,11,39.68904,-104.96201,Health
699,2488797304,4/29/2020,ASPEN LEAF DENTAL,1501 S. Gaylord St.,80210,12/16/2021,Paid in Full,60,41900.0,Existing or more than 2 years old,CO-01,4.0,,,Corporation,,,11/22/2021,"General Dentistry, Pediatric Dentists, Cosmetic Dentists, ",4.5,11,39.68904,-104.96201,Health
700,4152617400,5/8/2020,ANN LAMPERT REALTY,420 SOUTH FOREST,80246,9/25/2021,Paid in Full,24,42000.0,Existing or more than 2 years old,CO-01,6.0,,,Corporation,,,7/29/2021,"Property Management, Real Estate Services, ",1.5,7,39.70887,-104.926952,Real Estate
701,4692007308,4/30/2020,THE EICHNER LAW FIRM,3773 CHERRY DR,80209,1/22/2021,Paid in Full,24,41666.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,12/22/2020,"Criminal Defense Law, ",5.0,3,39.7088964,-104.9425765,Professional Services
702,3478358200,8/4/2020,WEBPUNCH,4490 WOLFF ST,80212,6/8/2021,Paid in Full,60,41665.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,5/3/2021,"Marketing, Software Development, Public Relations, ",4.5,7,39.77023697,-105.0452042,Professional Services
703,5411737303,4/30/2020,HUNTER LENDING,1630 Welton St 916,80202,8/12/2021,Paid in Full,24,41662.0,New Business or 2 years or less,CO-01,2.0,,,Limited  Liability Company(LLC),,,7/13/2021,"Mortgage Brokers, ",5.0,4,39.74483,-104.9906,Real Estate
704,7895187102,4/14/2020,POCHITOS TORTILLA FACTORY,4417 Tejon Street,80211,9/29/2021,Paid in Full,24,41625.0,Existing or more than 2 years old,CO-01,7.0,,Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,8/18/2021,"Mexican, ",4.5,58,39.776988,-105.0113754,Restaurants
705,5060507105,4/13/2020,INK B GONE,124 W 5th Ave,80204,3/18/2021,Paid in Full,24,41400.0,Existing or more than 2 years old,CO-01,1.0,,,Corporation,,,2/24/2021,"Tattoo Removal, ",4.5,41,39.72384,-104.98961,Health
706,1279617709,5/1/2020,NEEDLE IN THE HAY,250 STEELE ST STE 212,80206,5/22/2021,Paid in Full,24,41065.0,Existing or more than 2 years old,CO-01,5.0,,,Limited  Liability Company(LLC),,,4/6/2021,"Hair Salons, ",4.5,34,39.7204345,-104.9495261,Hair Salon
707,6000298309,1/26/2021,CURTIS LAW FIRM,5353 W Dartmouth Ave Ste 504,80227,2/16/2022,Paid in Full,60,41060.0,Existing or more than 2 years old,CO-01,6.0,,,Corporation,,,1/18/2022,"Bankruptcy Law, Divorce & Family Law, Estate Planning Law, ",4.0,5,39.656597,-105.054703,Professional Services
708,3897547403,5/8/2020,CURTIS LAW FIRM,5353 W. DARTMOUTH AVE. SUITE 504,80227,10/20/2021,Paid in Full,24,37233.0,Existing or more than 2 years old,CO-07,5.0,,,Corporation,,,9/8/2021,"Bankruptcy Law, Divorce & Family Law, Estate Planning Law, ",4.0,5,39.656597,-105.054703,Professional Services
709,2057887403,5/5/2020,BOURBON GRILL,571 COLFAX AVE E,80203,5/22/2021,Paid in Full,24,41030.0,Existing or more than 2 years old,CO-01,6.0,,,Limited  Liability Company(LLC),,,4/27/2021,"Cajun/Creole, Chicken Wings, ",4.5,421,39.74015,-104.98005,Restaurants
710,8192737709,5/1/2020,SERA'S RAMEN ENCLAVE,3472 32ND AVE W,80211,6/17/2021,Paid in Full,24,41003.0,Existing or more than 2 years old,CO-01,5.0,,,Limited  Liability Company(LLC),,,5/3/2021,"Ramen, Korean, Vietnamese, ",4.0,360,39.76188,-105.03401,Restaurants
711,2328558408,2/3/2021,HIGHLAND MASSAGEPANY,3128 W 32nd Ave,80211,10/6/2021,Paid in Full,60,41000.0,Existing or more than 2 years old,CO-01,8.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,9/28/2021,"Massage, Massage Therapy, ",4.5,226,39.76907,-105.05254,Health
712,8416297000,4/8/2020,HIGHLAND MASSAGEPANY,3128 W 32ND AVE,80211,6/12/2021,Paid in Full,24,41000.0,Existing or more than 2 years old,CO-01,17.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,5/27/2021,"Massage, Massage Therapy, ",4.5,226,39.76907,-105.05254,Health
713,4461648202,8/6/2020,ROGER DRUCKMAN DDS,90 Madison Street Suite 506,80206,12/21/2021,Paid in Full,60,40639.0,,CO-01,4.0,White,Not Hispanic or Latino,Corporation,Male Owned,Veteran,9/16/2021,"Oral Surgeons, Orthodontists, Cosmetic Dentists, ",3.5,6,39.717399,-104.945824,Health
714,3699068603,3/17/2021,ROGER DRUCKMAN DDS,90 Madison St Ste 506,80206,11/20/2021,Paid in Full,60,40517.0,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Corporation,Male Owned,Veteran,10/27/2021,"Oral Surgeons, Orthodontists, Cosmetic Dentists, ",3.5,6,39.717399,-104.945824,Health
715,5743138608,3/20/2021,HIGHLAND TAX GROUP,2150 W 29th Ave Ste 135,80211,12/16/2021,Paid in Full,60,40440.0,Existing or more than 2 years old,CO-01,3.0,,,Corporation,,,11/18/2021,"Tax Services, ",5.0,11,39.75812,-105.01276,Financial Services
716,3795407210,4/27/2020,HIGHLAND TAX GROUP,3470 W. 35TH AVENUE,80211,2/11/2021,Paid in Full,24,36218.0,Existing or more than 2 years old,CO-01,2.0,,,Corporation,,,1/8/2021,"Tax Services, ",5.0,11,39.75812,-105.01276,Financial Services
717,3870727703,5/1/2020,ECOSYSTEMS,8200 E PACIFIC PL 401,80231,10/20/2021,Paid in Full,24,40417.0,Existing or more than 2 years old,CO-01,4.0,,,Corporation,,,9/15/2021,"Property Management, ",3.0,6,39.678879,-104.893217,Real Estate
718,4137758710,3/31/2021,ECOSYSTEMS,8200 E Pacific Pl Ste 401,80231,11/20/2021,Paid in Full,60,39260.0,Existing or more than 2 years old,CO-06,4.0,,,Corporation,,,11/3/2021,"Property Management, ",3.0,6,39.678879,-104.893217,Real Estate
719,5794168900,4/30/2021,ENDOCRINOLOGY OF THE ROCKIES,4545 E 9th Ave Ste 245,80220,2/17/2022,Paid in Full,60,40410.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,1/19/2022,"Endocrinologists, ",4.5,4,39.7312825,-104.9346331,Health
720,2089157401,5/5/2020,ENDOCRINOLOGY OF THE ROCKIES,"4545 E. 9th Ave., Ste. 245",80220,4/10/2021,Paid in Full,24,38900.0,,CO-01,2.0,,,Limited  Liability Company(LLC),,,3/9/2021,"Endocrinologists, ",4.5,4,39.7312825,-104.9346331,Health
721,1106678507,2/18/2021,MILE HIGH VIENNA STAND,300 Santa Fe Dr,80223,8/24/2021,Paid in Full,60,40400.0,Existing or more than 2 years old,CO-01,10.0,,,Limited  Liability Company(LLC),,,7/16/2021,"Hot Dogs, Sandwiches, Comfort Food, ",4.0,150,39.721086,-104.998343,Restaurants
722,9953917203,4/28/2020,MILE HIGH VIENNA STAND,300 SANTA FE DR,80223,3/20/2021,Paid in Full,24,34300.0,Existing or more than 2 years old,CO-01,6.0,,,Limited  Liability Company(LLC),,,12/22/2020,"Hot Dogs, Sandwiches, Comfort Food, ",4.0,150,39.721086,-104.998343,Restaurants
723,1401048607,3/13/2021,KYOTO RAMEN,1617 California St,80202,11/20/2021,Paid in Full,60,40400.0,Existing or more than 2 years old,CO-01,3.0,,Not Hispanic or Latino,Subchapter S Corporation,,,10/27/2021,"Ramen, Noodles, ",4.0,106,39.74560297,-104.9918835,Restaurants
724,5650157107,4/13/2020,KYOTO RAMEN,1617 California Street #102,80202,1/20/2021,Paid in Full,24,39300.0,New Business or 2 years or less,CO-01,7.0,,Not Hispanic or Latino,Subchapter S Corporation,,,12/16/2020,"Ramen, Noodles, ",4.0,106,39.74560297,-104.9918835,Restaurants
725,1967847309,4/29/2020,CONSCIOUS KARMA CLEANING AND SERVICES,3242 Utica St,80212,7/9/2021,Paid in Full,24,40000.0,Existing or more than 2 years old,CO-01,10.0,,,Limited  Liability Company(LLC),,,6/2/2021,"Home Cleaning, Office Cleaning, ",5.0,1,39.77154922,-105.0485992,Professional Services
726,6159678405,2/10/2021,CONSCIOUS KARMA CLEANING AND SERVICES,3242 Utica St,80212,7/9/2021,Paid in Full,60,40000.0,Existing or more than 2 years old,CO-01,9.0,,,Limited  Liability Company(LLC),,,6/23/2021,"Home Cleaning, Office Cleaning, ",5.0,1,39.77154922,-105.0485992,Professional Services
727,9853677206,4/28/2020,SUPERFRUIT REPUBLIC,1776 Broadway,80202,2/1/2022,Paid in Full,24,40000.0,,CO-01,12.0,,,Limited  Liability Company(LLC),,,5/11/2021,"Juice Bars & Smoothies, Acai Bowls, Vegetarian, ",4.0,118,39.74429092,-104.9872483,Restaurants
728,8207447110,4/15/2020,ROLAND PROCESS SERVICE AND INVESTIGATIONS,1660 S Albions Street Suite 826,80222,3/18/2021,Paid in Full,24,39256.0,Existing or more than 2 years old,CO-01,3.0,,,Limited  Liability Company(LLC),,,12/14/2020,"Private Investigation, Process Servers, Couriers & Delivery Services, ",4.0,17,39.70232793,-104.931625,Professional Services
729,4182468509,2/25/2021,COLORADO WEALTH GROUP,2930 Umatilla St Ste 201,80211,12/18/2021,Paid in Full,60,39200.0,Existing or more than 2 years old,CO-01,3.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,11/16/2021,"Financial Advising, Business Consulting, ",5.0,1,39.69202161,-104.9877595,Financial Services
730,1679237407,5/4/2020,COLORADO WEALTH GROUP,2930 Umatilla St Ste 201,80211,4/17/2021,Paid in Full,24,29800.0,New Business or 2 years or less,CO-01,3.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,3/23/2021,"Financial Advising, Business Consulting, ",5.0,1,39.69202161,-104.9877595,Financial Services
731,5066727407,5/11/2020,PUERTO VALLARTA MEXICAN RESTAURANT,35 N federal blvd,80021,11/16/2021,Paid in Full,60,39200.0,Existing or more than 2 years old,CO-07,8.0,,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,10/28/2021,"Mexican, Seafood, Bars, ",4.0,43,39.71729,-105.02538,Restaurants
732,7880477005,4/8/2020,PLATTE RIVER MORTGAGE & INVESTMENTS,1643 BOULDER ST STE 102,80211,6/12/2021,Paid in Full,24,39100.0,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,,,5/20/2021,"Mortgage Brokers, ",5.0,3,39.76005173,-105.0100174,Real Estate
733,9029728402,2/14/2021,IDEAL DENTAL,1835 S Federal Blvd Ste 101,80219,2/17/2022,Paid in Full,60,39010.0,Existing or more than 2 years old,CO-01,3.0,,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,1/13/2022,"General Dentistry, Cosmetic Dentists, Endodontists, ",5.0,7,39.6840004,-105.025371,Health
734,7630347804,6/3/2020,IDEAL DENTAL,1835 FEDERAL BLVD S,80219,9/25/2021,Paid in Full,24,37400.0,Existing or more than 2 years old,CO-01,4.0,,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,8/5/2021,"General Dentistry, Cosmetic Dentists, Endodontists, ",5.0,7,39.6840004,-105.025371,Health
735,1969277210,4/15/2020,MARC SCHWARTZ DDS,695 S. Colorado Blvd #220,80246,8/25/2021,Paid in Full,24,39000.0,Existing or more than 2 years old,CO-01,5.0,,,Sole Proprietorship,,,7/21/2021,"General Dentistry, Cosmetic Dentists, ",5.0,4,39.7040596,-104.9411774,Health
736,8719438608,3/25/2021,SALON VELLUTO,248 S Broadway,80209,8/17/2021,Paid in Full,60,38925.0,Existing or more than 2 years old,CO-01,7.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,7/20/2021,"Hair Salons, ",5.0,18,39.7121221,-104.9873347,Hair Salon
737,2674648403,2/3/2021,MILE HIGH SMILES,677 S Federal Blvd,80219,,Exemption 4,60,38797.0,Existing or more than 2 years old,CO-01,4.0,,,Limited  Liability Company(LLC),,,,"Cosmetic Dentists, General Dentistry, ",5.0,32,39.711615,-105.086718,Health
738,8087347708,5/1/2020,MILE HIGH SMILES,677 S Federal Blvd,80219,11/19/2020,Paid in Full,60,35500.0,New Business or 2 years or less,CO-01,5.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,11/5/2020,"Cosmetic Dentists, General Dentistry, ",5.0,32,39.711615,-105.086718,Health
739,8189297707,5/1/2020,COLORADO ARTS PRODUCTIONS,1360 17TH ST,80202,2/17/2022,Paid in Full,24,38790.0,Existing or more than 2 years old,CO-01,4.0,,,Limited  Liability Company(LLC),,,1/4/2022,"Video/Film Production, ",5.0,1,39.65627,-104.83705,Professional Services
740,1637167706,5/1/2020,REINHARDT CHIROPRACTIC,3915 E Exposition Ave Suite 100,80209,5/22/2021,Paid in Full,24,38470.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,4/12/2021,"Chiropractors, Sports Medicine, Massage Therapy, ",5.0,56,39.7041009,-104.9418596,Health
741,2346327101,4/10/2020,HOUSING HELPERS METRO,1415 PARK AVE WEST,80205,5/18/2021,Paid in Full,24,38400.0,Existing or more than 2 years old,CO-01,4.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4/20/2021,"Real Estate Agents, ",3.5,7,39.75875,-105.04996,Real Estate
742,5083168403,2/7/2021,HOUSING HELPERS METRO,1415 Park Ave W,80205,8/10/2021,Paid in Full,60,38400.0,Existing or more than 2 years old,CO-01,4.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,7/16/2021,"Real Estate Agents, ",3.5,7,39.75875,-105.04996,Real Estate
743,6520817100,4/14/2020,PHILLIP GIRA INSURANCE AGENCY,300 S GLENCOE ST,80246,6/12/2021,Paid in Full,24,37900.0,Existing or more than 2 years old,CO-01,2.0,,,Corporation,,,5/25/2021,"Insurance, ",5.0,1,39.7078563,-104.9336076,Financial Services
744,7910317103,4/14/2020,COLORADO ILC SERVICES,3000 Lawrence Street Ste. #111,80205,3/17/2021,Paid in Full,24,37500.0,Existing or more than 2 years old,CO-01,3.0,,,Subchapter S Corporation,,,2/25/2021,"Land Surveying, ",4.5,8,39.7617199,-104.97924,Real Estate
745,7929517703,5/1/2020,THRIVEOLOGY,7120 E Hampden Ave Suite B,80224,11/16/2021,Paid in Full,60,37400.0,Existing or more than 2 years old,CO-01,4.0,,,Limited  Liability Company(LLC),,,10/21/2021,"Acupuncture, Chiropractors, Physical Therapy, ",4.0,8,39.65266,-104.90651,Health
746,9262917008,4/9/2020,SCREAM AGENCY,"1501 Wazee St., Suite 1B",80202,1/20/2021,Paid in Full,24,37092.5,Existing or more than 2 years old,CO-01,3.0,,,Limited  Liability Company(LLC),Male Owned,Non-Veteran,12/28/2020,"Advertising, Public Relations, Marketing, ",5.0,1,39.75063451,-105.0014145,Professional Services
747,9541528400,2/17/2021,MOON RIVER ASIAN BISTRO,320 N Broadway Ste C,80203,12/8/2021,Paid in Full,60,37029.0,Existing or more than 2 years old,CO-01,5.0,Asian,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,11/16/2021,"Asian Fusion, ",3.0,78,39.721424,-104.987121,Restaurants
748,3124297104,4/11/2020,MOON RIVER ASIAN BISTRO,320 N BROADWAY STE C,80203,5/18/2021,Paid in Full,24,26400.0,Existing or more than 2 years old,CO-01,6.0,Asian,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,4/29/2021,"Asian Fusion, ",3.0,78,39.721424,-104.987121,Restaurants
749,6365877106,4/14/2020,DENVER SKIN DOCTORS,4500 9TH AVE E,80220,12/24/2020,Paid in Full,24,36907.0,New Business or 2 years or less,CO-01,3.0,,,Subchapter S Corporation,,,11/30/2020,"Dermatologists, ",3.5,2,39.730707,-104.934561,Health
750,8857307007,4/9/2020,HEBETS & MCCALLIN,1777 S HARRISON ST STE 310,80210,5/18/2021,Paid in Full,24,36900.0,Existing or more than 2 years old,CO-01,3.0,,,Corporation,,,4/14/2021,"Criminal Defense Law, DUI Law, ",5.0,5,39.684341,-104.942192,Professional Services
751,9205318310,1/30/2021,HEBETS & MCCALLIN,1777 S Harrison St,80210,11/6/2021,Paid in Full,60,29374.0,Existing or more than 2 years old,CO-01,3.0,,,Corporation,,,10/19/2021,"Criminal Defense Law, DUI Law, ",5.0,5,39.684341,-104.942192,Professional Services
752,5732978400,2/9/2021,VINER DISABILITY LAW,1490 N Lafayette St Ste 106A,80218,10/9/2021,Paid in Full,60,36734.85,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,9/21/2021,"Disability Law, ",3.5,2,39.73437412,-104.9857909,Professional Services
753,6143727101,4/14/2020,VINER DISABILITY LAW,1490 N LAFAYETTE ST STE 106 A,80218,1/8/2021,Paid in Full,24,35600.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,12/21/2020,"Disability Law, ",3.5,2,39.73437412,-104.9857909,Professional Services
754,2887637103,4/11/2020,ASPEN LEAF HOLISTIC MENTAL HEALTH,1355 S COLORADO BLVD STE 810,80222,6/12/2021,Paid in Full,24,36700.0,Existing or more than 2 years old,CO-01,3.0,,,Corporation,,,5/4/2021,"Psychologists, ",5.0,1,39.75812,-105.01276,Health
755,9771787004,4/9/2020,AXIOMERCIAL REAL ESTATE,"1060 Bannock St, #300",80204,3/16/2021,Paid in Full,24,36669.8,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,,,2/23/2021,"Real Estate Agents, Real Estate Services, Commercial Real Estate, ",1.0,1,39.73311,-104.98984,Real Estate
756,2207698506,2/20/2021,CITY CAFE,726 N Lincoln St,80203,12/16/2021,Paid in Full,60,36424.0,Existing or more than 2 years old,CO-01,5.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,11/16/2021,"Sandwiches, Breakfast & Brunch, Caterers, ",4.5,240,39.727896,-104.985762,Restaurants
757,4786967707,5/1/2020,CITY CAFE,726 N. LINCOLN,80203,4/10/2021,Paid in Full,24,20077.0,Existing or more than 2 years old,CO-01,5.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),,,3/31/2021,"Sandwiches, Breakfast & Brunch, Caterers, ",4.5,240,39.727896,-104.985762,Restaurants
758,5557018309,1/25/2021,WEDLOCKS BRIDAL HAIR & MAKEUP,921 21st St,80205,2/18/2022,Paid in Full,60,36364.2,Existing or more than 2 years old,CO-01,13.0,,,Limited  Liability Company(LLC),,,11/3/2021,"Makeup Artists, Hair Extensions, Eyelash Service, ",4.5,15,39.7518078,-104.9883384,Hair Salon
